txn_id,account_id,counterparty_id,amount,timestamp,merchant_category,device_id,ip_region,account_open_date
TXN-002756,AC-0205,MR-7543,84.39,2026-02-04 21:23:03,utilities,DEV-0043,us-west,2027-12-02
TXN-001115,AC-0090,MR-8241,15.37,2026-03-05 19:33:12,entertainment,DEV-0131,us-west,2027-04-28
TXN-001564,AC-0126,MR-2833,91.61,2026-02-28 12:58:03,food,DEV-0082,us-east,2027-06-13
TXN-003736,AC-0270,MR-7847,25.11,2026-03-11 13:51:04,retail,DEV-0088,us-west,2027-06-12
TXN-002536,AC-0189,MR-6277,104.29,2026-03-12 12:43:17,retail,DEV-0023,us-east,2027-07-25
TXN-002824,AC-0210,MR-2908,68.61,2026-03-16 07:09:29,food,DEV-0146,us-east,2026-03-30
TXN-000053,AC-0005,MR-6317,101.64,2026-03-11 15:55:20,retail,DEV-0126,us-east,2026-02-13
TXN-000403,AC-0039,MR-1058,68.35,2026-03-15 17:46:34,travel,DEV-0142,us-west,2027-10-01
TXN-003893,AC-0280,MR-6312,60.56,2026-02-24 02:51:03,travel,DEV-0259,us-west,2027-06-24
TXN-000437,AC-0041,MR-2827,5.63,2026-03-12 00:17:01,travel,DEV-0106,us-west,2026-10-04
TXN-002416,AC-0180,MR-3813,72.01,2026-02-08 05:09:32,travel,DEV-0075,us-east,2026-09-02
TXN-001860,AC-0143,MR-2449,27.39,2026-03-06 10:58:55,entertainment,DEV-0032,us-east,2027-03-23
TXN-002621,AC-0197,MR-3187,105.3,2026-02-01 00:54:30,entertainment,DEV-0070,us-east,2027-06-23
TXN-000027,AC-0010,AC-0011,535.83,2026-02-26 02:24:00,transfer,DEV-0280,us-east,2026-02-20
TXN-000215,AC-0024,MR-9959,108.79,2026-01-08 11:40:13,travel,DEV-0112,ap-south,2027-04-21
TXN-001533,AC-0124,MR-3462,38.73,2026-01-28 05:29:39,entertainment,DEV-0096,us-west,2026-01-14
TXN-002633,AC-0198,MR-4512,50.69,2026-02-24 11:38:34,retail,DEV-0113,us-west,2026-01-07
TXN-000565,AC-0049,MR-4730,44.8,2026-02-11 14:54:20,retail,DEV-0182,us-west,2027-11-09
TXN-004102,AC-0295,MR-3521,89.91,2026-03-24 17:19:31,food,DEV-0201,us-west,2026-05-22
TXN-001477,AC-0120,MR-2159,22.34,2026-01-29 03:28:23,entertainment,DEV-0044,us-west,2027-03-21
TXN-001502,AC-0121,MR-1376,117.31,2026-01-27 16:02:44,utilities,DEV-0124,us-east,2026-01-17
TXN-003040,AC-0224,MR-2749,48.5,2026-01-27 21:05:43,retail,DEV-0062,us-west,2027-01-14
TXN-003649,AC-0263,MR-6373,86.69,2026-03-11 09:21:58,entertainment,DEV-0267,us-west,2026-11-15
TXN-003920,AC-0282,MR-6189,15.7,2026-01-26 13:55:33,utilities,DEV-0060,us-west,2027-09-01
TXN-000322,AC-0033,MR-1996,105.82,2026-03-22 05:54:25,travel,DEV-0131,us-east,2026-11-11
TXN-002241,AC-0168,MR-7735,37.34,2026-02-26 11:59:30,travel,DEV-0251,us-west,2027-03-07
TXN-002443,AC-0181,MR-6170,68.32,2026-03-10 20:30:57,utilities,DEV-0101,us-west,2027-11-08
TXN-002830,AC-0211,AC-0280,403.77,2026-01-15 18:56:22,transfer,DEV-0256,us-east,2026-12-19
TXN-001761,AC-0137,MR-2352,102.64,2026-01-21 01:07:03,retail,DEV-0254,us-west,2027-10-29
TXN-002169,AC-0164,MR-4259,102.55,2026-02-25 07:33:48,travel,DEV-0069,us-west,2026-05-04
TXN-001371,AC-0110,MR-5055,83.9,2026-03-23 13:30:05,entertainment,DEV-0071,us-east,2027-10-19
TXN-000528,AC-0046,MR-1879,58.34,2026-01-26 18:13:18,utilities,DEV-0190,us-east,2026-09-29
TXN-000569,AC-0049,MR-2858,29.91,2026-03-03 07:29:36,entertainment,DEV-0182,us-west,2027-11-09
TXN-004021,AC-0289,MR-5078,51.37,2026-01-06 14:36:27,food,DEV-0151,us-east,2027-03-24
TXN-003860,AC-0276,MR-9185,108.79,2026-01-24 09:47:18,food,DEV-0287,us-west,2027-02-20
TXN-000045,AC-0003,MR-1175,146.7,2026-02-08 10:57:02,retail,DEV-0141,us-east,2026-02-19
TXN-001692,AC-0133,MR-7841,86.11,2026-03-15 21:37:15,utilities,DEV-0173,us-east,2026-09-19
TXN-002583,AC-0193,MR-5485,91.09,2026-01-26 00:10:08,utilities,DEV-0059,us-west,2026-01-24
TXN-000355,AC-0036,MR-4547,69.61,2026-03-06 01:27:19,travel,DEV-0110,us-west,2026-04-22
TXN-003536,AC-0258,MR-4799,48.89,2026-01-17 16:52:31,food,DEV-0215,us-west,2027-11-03
TXN-003793,AC-0273,MR-5046,80.42,2026-03-21 13:04:50,food,DEV-0049,us-west,2027-01-06
TXN-002792,AC-0208,MR-3256,48.33,2026-03-30 09:45:35,food,DEV-0085,us-west,2026-01-06
TXN-003769,AC-0272,MR-2594,26.57,2026-03-25 08:10:35,travel,DEV-0015,us-east,2026-07-17
TXN-001908,AC-0146,MR-5791,76.85,2026-02-09 11:27:54,retail,DEV-0177,us-east,2026-04-20
TXN-001408,AC-0114,MR-7160,114.87,2026-01-29 02:36:57,retail,DEV-0083,us-east,2026-12-19
TXN-000535,AC-0046,MR-8723,40.17,2026-02-25 02:00:19,food,DEV-0190,us-east,2026-09-29
TXN-001396,AC-0113,MR-4988,27.62,2026-02-17 03:39:14,entertainment,DEV-0237,us-west,2026-05-17
TXN-000603,AC-0052,MR-4033,22.25,2026-01-19 01:09:37,travel,DEV-0275,us-east,2026-09-01
TXN-000872,AC-0070,AC-0036,162.3,2026-01-11 13:05:04,transfer,DEV-0051,us-east,2027-11-10
TXN-000257,AC-0028,MR-4096,47.02,2026-01-06 23:28:04,entertainment,DEV-0108,us-east,2027-07-20
TXN-000803,AC-0064,MR-2343,69.44,2026-01-31 11:47:55,travel,DEV-0242,us-east,2027-04-24
TXN-001341,AC-0108,MR-3115,82.71,2026-01-23 06:48:15,utilities,DEV-0299,us-east,2027-05-15
TXN-001755,AC-0136,MR-2853,47.39,2026-02-10 13:59:01,retail,DEV-0082,us-west,2027-01-26
TXN-002190,AC-0165,MR-1252,102.4,2026-01-15 06:47:40,food,DEV-0287,us-east,2027-04-09
TXN-002035,AC-0156,MR-9851,5.11,2026-01-21 09:00:09,utilities,DEV-0251,us-east,2027-12-17
TXN-003310,AC-0244,MR-4007,61.91,2026-03-09 22:58:19,food,DEV-0103,us-east,2026-08-09
TXN-001222,AC-0098,MR-8982,64.66,2026-02-12 15:43:40,utilities,DEV-0182,us-east,2026-05-17
TXN-003334,AC-0246,MR-3711,85.74,2026-03-21 02:54:08,travel,DEV-0199,us-west,2026-09-25
TXN-002685,AC-0200,MR-9794,7.62,2026-03-11 03:01:06,entertainment,DEV-0106,us-east,2027-05-05
TXN-000292,AC-0031,MR-7646,19.49,2026-01-13 18:58:59,retail,DEV-0036,us-west,2027-07-19
TXN-002878,AC-0215,MR-9476,66.67,2026-01-02 07:54:19,food,DEV-0029,us-west,2026-05-05
TXN-000734,AC-0059,MR-2349,84.79,2026-03-17 10:36:56,travel,DEV-0241,us-west,2027-06-21
TXN-000721,AC-0058,MR-3812,20.94,2026-02-08 03:02:48,retail,DEV-0207,us-west,2027-06-13
TXN-003089,AC-0229,MR-3508,65.15,2026-03-28 05:18:55,retail,DEV-0026,us-east,2026-07-08
TXN-003911,AC-0281,MR-6736,32.3,2026-03-02 16:07:47,food,DEV-0151,us-west,2026-10-28
TXN-003480,AC-0255,MR-9372,6.44,2026-01-16 11:31:50,food,DEV-0110,us-east,2026-04-30
TXN-000264,AC-0028,MR-3694,105.55,2026-01-26 05:00:55,utilities,DEV-0108,us-east,2027-07-20
TXN-002465,AC-0183,MR-4927,104.72,2026-01-22 23:38:03,travel,DEV-0093,us-east,2027-06-29
TXN-001147,AC-0093,MR-7048,14.37,2026-02-11 19:50:45,travel,DEV-0137,us-east,2026-02-23
TXN-003779,AC-0273,MR-3240,6.5,2026-02-06 04:32:22,food,DEV-0049,us-west,2027-01-06
TXN-003167,AC-0235,MR-7804,18.49,2026-03-19 14:19:33,retail,DEV-0104,us-east,2026-10-22
TXN-000057,AC-0007,MR-5685,93.39,2026-01-02 22:09:48,retail,DEV-0072,us-east,2026-02-25
TXN-001045,AC-0085,MR-5763,19.85,2026-03-14 15:44:19,travel,DEV-0068,us-east,2027-11-12
TXN-002532,AC-0188,MR-6401,37.21,2026-01-12 09:00:42,retail,DEV-0073,us-west,2026-04-11
TXN-000965,AC-0076,MR-5724,52.92,2026-01-01 07:43:27,utilities,DEV-0204,us-west,2027-07-09
TXN-001337,AC-0107,MR-4769,21.26,2026-02-02 14:00:06,retail,DEV-0146,us-west,2027-07-19
TXN-002118,AC-0161,MR-1331,45.17,2026-03-28 03:44:49,travel,DEV-0023,us-west,2027-08-29
TXN-001177,AC-0096,MR-4809,23.19,2026-02-08 10:56:42,entertainment,DEV-0291,us-east,2026-03-11
TXN-001043,AC-0085,MR-2967,90.81,2026-01-19 13:39:59,food,DEV-0068,us-east,2027-11-12
TXN-001437,AC-0116,MR-1516,63.23,2026-03-21 02:27:02,utilities,DEV-0231,us-west,2026-10-21
TXN-002588,AC-0193,MR-9755,61.23,2026-01-03 15:28:33,entertainment,DEV-0059,us-west,2026-01-24
TXN-002334,AC-0174,MR-4051,10.13,2026-03-18 10:45:22,food,DEV-0092,us-west,2026-03-13
TXN-001004,AC-0081,MR-2418,96.49,2026-02-22 11:26:19,food,DEV-0112,us-west,2026-05-18
TXN-001838,AC-0141,MR-4406,26.19,2026-03-17 08:12:30,entertainment,DEV-0117,us-east,2027-05-21
TXN-001737,AC-0135,MR-3013,93.87,2026-01-26 11:54:54,travel,DEV-0164,us-east,2026-05-31
TXN-000890,AC-0071,MR-8936,14.88,2026-01-22 18:31:24,travel,DEV-0093,us-east,2026-04-17
TXN-000013,AC-0005,AC-0006,525.79,2026-02-28 02:07:00,transfer,DEV-0126,us-east,2026-02-13
TXN-000735,AC-0059,MR-4929,5.99,2026-01-05 04:55:36,utilities,DEV-0241,us-west,2027-06-21
TXN-000323,AC-0033,MR-6525,114.59,2026-01-07 09:24:43,retail,DEV-0131,us-east,2026-11-11
TXN-002637,AC-0198,MR-6189,9.16,2026-02-08 00:07:04,travel,DEV-0113,us-west,2026-01-07
TXN-001322,AC-0106,MR-5132,104.41,2026-01-25 22:30:32,utilities,DEV-0089,us-east,2027-05-09
TXN-003212,AC-0238,MR-7457,119.3,2026-01-05 20:14:28,travel,DEV-0290,us-east,2027-08-23
TXN-001897,AC-0146,MR-5185,72.51,2026-02-15 00:04:51,utilities,DEV-0177,us-east,2026-04-20
TXN-001785,AC-0138,MR-3459,26.91,2026-01-17 07:16:25,retail,DEV-0198,us-west,2026-05-28
TXN-003359,AC-0247,MR-4753,82.17,2026-03-27 09:25:21,retail,DEV-0230,us-east,2027-12-04
TXN-003213,AC-0238,MR-5892,73.05,2026-02-09 01:23:56,travel,DEV-0290,us-east,2027-08-23
TXN-003680,AC-0265,MR-3498,36.07,2026-02-22 00:56:00,food,DEV-0064,us-west,2027-03-27
TXN-002324,AC-0173,MR-9422,86.61,2026-03-20 11:51:02,retail,DEV-0244,us-east,2027-12-12
TXN-004087,AC-0294,MR-1511,5.66,2026-03-08 19:53:29,retail,DEV-0024,us-east,2026-03-28
TXN-002790,AC-0208,MR-5337,74.67,2026-03-13 14:50:04,travel,DEV-0085,us-west,2026-01-06
TXN-003898,AC-0281,MR-9327,119.48,2026-02-13 14:57:55,utilities,DEV-0151,us-west,2026-10-28
TXN-001469,AC-0119,MR-6508,28.5,2026-03-06 15:13:28,travel,DEV-0295,us-east,2026-03-17
TXN-003251,AC-0241,MR-2965,54.92,2026-01-12 11:11:46,food,DEV-0038,us-west,2027-12-15
TXN-003316,AC-0245,MR-7423,35.18,2026-03-30 10:18:28,travel,DEV-0023,us-west,2026-10-07
TXN-002489,AC-0184,MR-6711,33.49,2026-02-10 23:08:07,travel,DEV-0206,us-west,2027-07-09
TXN-000417,AC-0040,MR-7294,17.35,2026-01-11 06:20:14,food,DEV-0119,us-west,2026-09-21
TXN-001484,AC-0120,MR-2450,63.99,2026-02-25 11:57:23,utilities,DEV-0044,us-west,2027-03-21
TXN-002339,AC-0174,MR-6861,113.85,2026-03-06 18:29:06,utilities,DEV-0092,us-west,2026-03-13
TXN-000228,AC-0025,MR-4781,127.73,2026-01-01 15:37:25,utilities,DEV-0289,us-central,2027-09-13
TXN-000643,AC-0055,MR-2361,59.61,2026-01-12 15:38:52,retail,DEV-0077,us-west,2027-07-29
TXN-000882,AC-0071,MR-6838,70.3,2026-03-04 16:35:30,entertainment,DEV-0093,us-east,2026-04-17
TXN-001019,AC-0083,MR-8662,100.96,2026-02-16 14:02:00,travel,DEV-0011,us-east,2026-02-25
TXN-002795,AC-0209,MR-2134,78.99,2026-03-13 12:14:15,retail,DEV-0227,us-east,2026-07-31
TXN-003553,AC-0259,MR-8394,81.71,2026-02-23 21:50:14,travel,DEV-0172,us-east,2026-01-14
TXN-001299,AC-0105,MR-5584,36.41,2026-02-11 16:22:09,entertainment,DEV-0231,us-east,2026-09-20
TXN-003232,AC-0239,MR-7611,115.3,2026-03-17 13:08:59,utilities,DEV-0001,us-east,2026-12-08
TXN-002430,AC-0181,MR-6806,96.84,2026-03-25 10:34:09,travel,DEV-0101,us-west,2027-11-08
TXN-003803,AC-0274,MR-5272,18.0,2026-03-19 03:19:33,entertainment,DEV-0143,us-east,2026-03-19
TXN-000184,AC-0022,MR-6498,134.23,2026-02-06 15:37:41,utilities,DEV-0282,us-west,2027-03-25
TXN-001062,AC-0086,MR-8772,38.63,2026-03-13 02:53:36,entertainment,DEV-0059,us-east,2027-01-21
TXN-002634,AC-0198,MR-5420,23.69,2026-01-27 23:27:23,travel,DEV-0113,us-west,2026-01-07
TXN-000487,AC-0043,MR-3714,81.19,2026-03-01 19:04:49,retail,DEV-0233,us-west,2026-07-10
TXN-002501,AC-0185,AC-0051,277.7,2026-01-30 01:41:18,transfer,DEV-0055,us-east,2026-11-28
TXN-001752,AC-0136,MR-1527,114.11,2026-03-29 03:05:35,food,DEV-0082,us-west,2027-01-26
TXN-000140,AC-0018,MR-2077,535.08,2026-02-28 13:11:45,entertainment,DEV-0127,eu-west,2026-12-14
TXN-000760,AC-0062,MR-4046,64.77,2026-02-02 18:32:39,retail,DEV-0001,us-west,2027-12-30
TXN-000267,AC-0028,MR-7043,95.57,2026-01-17 11:32:35,travel,DEV-0108,us-east,2027-07-20
TXN-002357,AC-0175,MR-9704,76.93,2026-02-20 21:04:53,food,DEV-0257,us-west,2026-10-17
TXN-003489,AC-0255,MR-5471,118.34,2026-03-03 12:32:32,utilities,DEV-0110,us-east,2026-04-30
TXN-000064,AC-0009,MR-1336,167.66,2026-03-13 22:25:30,retail,DEV-0053,us-east,2026-02-03
TXN-001190,AC-0097,MR-2551,9.95,2026-02-20 07:09:22,retail,DEV-0270,us-west,2026-04-28
TXN-001162,AC-0095,MR-8378,49.43,2026-02-05 05:40:10,travel,DEV-0111,us-west,2027-08-15
TXN-004182,AC-0299,MR-7484,72.13,2026-03-10 03:26:43,entertainment,DEV-0283,us-east,2026-08-11
TXN-001924,AC-0148,MR-7298,71.63,2026-03-12 12:42:33,utilities,DEV-0071,us-east,2027-03-02
TXN-001058,AC-0086,MR-3054,107.21,2026-02-18 10:11:36,retail,DEV-0059,us-east,2027-01-21
TXN-001478,AC-0120,MR-3166,33.27,2026-03-30 21:37:56,entertainment,DEV-0044,us-west,2027-03-21
TXN-003575,AC-0260,MR-7226,81.6,2026-01-14 13:50:17,utilities,DEV-0100,us-east,2027-09-16
TXN-003474,AC-0255,MR-6655,14.33,2026-02-11 11:59:56,travel,DEV-0110,us-east,2026-04-30
TXN-002518,AC-0187,MR-8708,52.6,2026-03-12 05:21:35,retail,DEV-0177,us-east,2026-10-04
TXN-003937,AC-0284,MR-8182,116.18,2026-02-14 15:47:30,food,DEV-0032,us-west,2027-11-10
TXN-003930,AC-0283,MR-7327,77.27,2026-02-09 03:42:44,food,DEV-0196,us-east,2027-09-08
TXN-001114,AC-0090,MR-3294,29.29,2026-01-17 19:37:09,food,DEV-0131,us-west,2027-04-28
TXN-001843,AC-0142,MR-4003,37.67,2026-02-26 18:36:18,food,DEV-0195,us-east,2027-06-30
TXN-003537,AC-0258,MR-7608,91.61,2026-02-01 17:02:03,entertainment,DEV-0215,us-west,2027-11-03
TXN-002019,AC-0154,MR-9019,33.61,2026-03-26 15:48:20,entertainment,DEV-0282,us-west,2027-05-16
TXN-002903,AC-0216,AC-0059,105.72,2026-02-04 02:24:21,transfer,DEV-0296,us-east,2026-07-27
TXN-002296,AC-0171,MR-8538,17.05,2026-03-25 18:08:03,food,DEV-0270,us-west,2026-05-22
TXN-001238,AC-0099,MR-9088,60.7,2026-03-23 18:33:09,entertainment,DEV-0294,us-west,2027-02-13
TXN-000280,AC-0030,MR-9372,22.3,2026-01-05 05:11:27,food,DEV-0236,us-west,2027-09-22
TXN-003604,AC-0261,MR-7917,64.81,2026-01-25 08:38:43,utilities,DEV-0141,us-east,2026-08-25
TXN-003358,AC-0247,MR-2373,18.16,2026-02-25 07:58:41,retail,DEV-0230,us-east,2027-12-04
TXN-002183,AC-0165,MR-1215,41.98,2026-03-18 00:39:29,utilities,DEV-0287,us-east,2027-04-09
TXN-000359,AC-0036,MR-7596,7.27,2026-01-30 01:30:14,food,DEV-0110,us-west,2026-04-22
TXN-003075,AC-0229,MR-6249,99.13,2026-03-10 18:49:24,utilities,DEV-0026,us-east,2026-07-08
TXN-000300,AC-0032,MR-3282,82.93,2026-03-06 14:14:38,entertainment,DEV-0134,us-east,2027-02-26
TXN-004149,AC-0297,MR-9636,117.66,2026-01-29 17:52:08,travel,DEV-0298,us-west,2027-06-12
TXN-001599,AC-0127,MR-9212,19.75,2026-01-19 15:41:52,travel,DEV-0040,us-east,2027-12-02
TXN-002108,AC-0160,MR-9220,26.53,2026-02-02 18:52:05,retail,DEV-0080,us-west,2027-07-14
TXN-001513,AC-0122,MR-3243,43.16,2026-03-05 18:18:04,entertainment,DEV-0104,us-east,2027-12-19
TXN-001131,AC-0092,AC-0101,190.57,2026-01-16 20:38:59,transfer,DEV-0054,us-east,2027-08-14
TXN-001475,AC-0120,AC-0241,326.74,2026-01-18 15:17:37,transfer,DEV-0044,us-west,2027-03-21
TXN-000416,AC-0040,MR-3382,28.62,2026-03-21 01:32:54,food,DEV-0119,us-west,2026-09-21
TXN-004186,AC-0299,MR-8494,80.51,2026-02-22 09:10:15,entertainment,DEV-0283,us-east,2026-08-11
TXN-004137,AC-0296,MR-6555,106.65,2026-01-20 09:29:31,retail,DEV-0177,us-east,2027-04-25
TXN-004115,AC-0295,MR-3047,89.01,2026-03-12 15:50:44,entertainment,DEV-0201,us-west,2026-05-22
TXN-003624,AC-0262,MR-3621,91.42,2026-03-10 18:12:29,utilities,DEV-0272,us-east,2026-03-25
TXN-002700,AC-0201,MR-8057,65.39,2026-02-11 06:56:11,entertainment,DEV-0031,us-west,2027-11-14
TXN-003322,AC-0245,MR-3152,82.5,2026-03-15 04:20:24,travel,DEV-0023,us-west,2026-10-07
TXN-003156,AC-0234,MR-9429,35.26,2026-03-30 13:26:25,entertainment,DEV-0029,us-east,2026-01-15
TXN-002116,AC-0161,MR-3802,57.74,2026-01-30 02:30:50,entertainment,DEV-0023,us-west,2027-08-29
TXN-003004,AC-0222,MR-6810,12.98,2026-03-30 10:05:33,travel,DEV-0049,us-east,2026-09-29
TXN-003269,AC-0243,MR-7008,43.74,2026-01-22 05:21:26,travel,DEV-0284,us-west,2026-04-20
TXN-001806,AC-0139,AC-0106,387.49,2026-02-03 23:55:39,transfer,DEV-0266,us-west,2027-12-16
TXN-004078,AC-0293,MR-5343,87.8,2026-02-25 06:50:49,retail,DEV-0209,us-west,2026-10-31
TXN-001175,AC-0096,MR-1526,41.29,2026-01-12 13:05:57,utilities,DEV-0291,us-east,2026-03-11
TXN-001346,AC-0108,MR-7794,39.9,2026-03-19 23:52:19,travel,DEV-0299,us-east,2027-05-15
TXN-001363,AC-0110,MR-2364,42.49,2026-01-25 03:26:29,travel,DEV-0071,us-east,2027-10-19
TXN-001111,AC-0090,MR-1906,112.67,2026-03-22 17:08:36,utilities,DEV-0131,us-west,2027-04-28
TXN-000059,AC-0007,MR-8435,115.27,2026-01-10 15:55:04,utilities,DEV-0072,us-east,2026-02-25
TXN-000077,AC-0013,MR-3883,810.96,2026-02-14 13:34:59,travel,DEV-0023,eu-west,2026-07-11
TXN-000369,AC-0036,MR-4984,43.42,2026-01-22 17:37:18,utilities,DEV-0110,us-west,2026-04-22
TXN-003613,AC-0261,MR-2016,114.05,2026-01-20 17:38:52,retail,DEV-0141,us-east,2026-08-25
TXN-001930,AC-0148,MR-6945,64.91,2026-02-03 13:05:42,retail,DEV-0071,us-east,2027-03-02
TXN-001727,AC-0135,AC-0058,161.5,2026-01-28 12:57:01,transfer,DEV-0164,us-east,2026-05-31
TXN-002607,AC-0196,MR-1625,81.36,2026-03-02 05:48:12,utilities,DEV-0276,us-east,2026-12-26
TXN-003995,AC-0288,MR-1747,86.83,2026-02-03 18:23:19,entertainment,DEV-0294,us-west,2027-03-10
TXN-001097,AC-0089,MR-8894,89.85,2026-01-16 05:15:48,travel,DEV-0221,us-east,2026-08-06
TXN-002867,AC-0214,MR-4210,87.88,2026-03-05 07:12:13,food,DEV-0201,us-east,2027-09-06
TXN-000904,AC-0072,MR-6455,68.12,2026-01-15 06:28:56,utilities,DEV-0239,us-west,2026-12-09
TXN-002855,AC-0213,MR-2734,20.45,2026-02-09 17:24:20,travel,DEV-0043,us-east,2027-04-21
TXN-001516,AC-0122,MR-1436,65.76,2026-02-28 13:15:24,utilities,DEV-0104,us-east,2027-12-19
TXN-002003,AC-0153,MR-1642,106.86,2026-02-01 02:09:03,utilities,DEV-0155,us-east,2026-10-12
TXN-002427,AC-0181,MR-5735,31.91,2026-03-27 19:17:46,travel,DEV-0101,us-west,2027-11-08
TXN-002603,AC-0195,MR-5698,119.42,2026-01-03 23:05:21,food,DEV-0215,us-east,2026-04-12
TXN-000125,AC-0017,MR-5402,839.42,2026-03-13 14:10:51,entertainment,DEV-0138,us-east,2027-11-24
TXN-004138,AC-0296,MR-9507,29.33,2026-01-09 13:30:11,travel,DEV-0177,us-east,2027-04-25
TXN-000830,AC-0067,MR-6007,52.19,2026-01-15 22:42:55,entertainment,DEV-0163,us-west,2027-11-24
TXN-003133,AC-0232,MR-5409,29.18,2026-02-04 03:01:47,food,DEV-0052,us-east,2027-03-23
TXN-002454,AC-0182,MR-5953,116.28,2026-02-06 23:18:50,utilities,DEV-0164,us-west,2027-04-04
TXN-002804,AC-0209,MR-4364,94.43,2026-01-10 13:55:46,food,DEV-0227,us-east,2026-07-31
TXN-000430,AC-0041,MR-3886,24.1,2026-03-06 08:34:15,entertainment,DEV-0106,us-west,2026-10-04
TXN-001689,AC-0133,MR-1919,64.73,2026-03-22 17:54:40,utilities,DEV-0173,us-east,2026-09-19
TXN-000666,AC-0056,MR-5537,92.95,2026-03-17 03:21:56,food,DEV-0109,us-west,2026-09-05
TXN-002562,AC-0191,MR-3150,31.98,2026-02-02 19:11:30,travel,DEV-0003,us-east,2027-05-24
TXN-003405,AC-0251,MR-6181,90.28,2026-03-04 04:39:39,travel,DEV-0244,us-west,2027-04-03
TXN-001095,AC-0089,MR-7652,44.77,2026-03-12 08:52:43,food,DEV-0221,us-east,2026-08-06
TXN-000443,AC-0041,MR-5547,69.91,2026-03-29 09:51:36,food,DEV-0106,us-west,2026-10-04
TXN-001324,AC-0106,MR-2008,102.8,2026-03-30 15:43:40,travel,DEV-0089,us-east,2027-05-09
TXN-002918,AC-0217,MR-7590,75.11,2026-01-19 22:17:32,retail,DEV-0294,us-east,2026-09-06
TXN-000434,AC-0041,MR-7019,111.25,2026-02-21 12:41:45,travel,DEV-0106,us-west,2026-10-04
TXN-002956,AC-0219,MR-6151,44.83,2026-02-15 07:02:30,travel,DEV-0206,us-east,2026-06-12
TXN-000388,AC-0038,MR-8390,97.16,2026-02-13 17:19:33,entertainment,DEV-0091,us-west,2027-10-03
TXN-000031,AC-0011,AC-0003,715.73,2026-03-18 02:24:00,transfer,DEV-0045,us-east,2026-02-06
TXN-001171,AC-0096,MR-2917,29.12,2026-01-09 02:39:24,retail,DEV-0291,us-east,2026-03-11
TXN-000204,AC-0023,MR-4819,143.78,2026-03-04 18:44:52,food,DEV-0275,us-west,2026-05-07
TXN-003850,AC-0276,MR-1857,70.14,2026-01-21 15:52:09,retail,DEV-0287,us-west,2027-02-20
TXN-003822,AC-0274,MR-6488,46.5,2026-03-02 05:09:56,utilities,DEV-0143,us-east,2026-03-19
TXN-001163,AC-0095,MR-4636,67.66,2026-02-28 18:44:42,food,DEV-0111,us-west,2027-08-15
TXN-004134,AC-0296,MR-6811,75.39,2026-01-04 18:35:02,entertainment,DEV-0177,us-east,2027-04-25
TXN-001565,AC-0126,MR-8013,111.76,2026-02-23 00:16:53,entertainment,DEV-0082,us-east,2027-06-13
TXN-002937,AC-0218,MR-8273,112.02,2026-03-12 07:53:14,retail,DEV-0092,us-east,2027-04-12
TXN-003175,AC-0236,MR-9264,103.8,2026-01-09 09:40:48,entertainment,DEV-0038,us-west,2026-06-23
TXN-002158,AC-0163,MR-9155,25.72,2026-03-11 12:51:59,entertainment,DEV-0025,us-west,2027-03-17
TXN-002898,AC-0216,MR-8744,47.93,2026-01-27 11:52:30,utilities,DEV-0296,us-east,2026-07-27
TXN-000479,AC-0043,MR-7435,26.61,2026-01-10 13:13:09,utilities,DEV-0233,us-west,2026-07-10
TXN-000427,AC-0041,MR-7573,42.87,2026-02-10 03:26:07,utilities,DEV-0106,us-west,2026-10-04
TXN-000810,AC-0065,MR-8187,53.32,2026-03-14 10:31:26,travel,DEV-0297,us-west,2027-10-11
TXN-000444,AC-0041,MR-5335,53.87,2026-02-02 22:17:11,utilities,DEV-0106,us-west,2026-10-04
TXN-002577,AC-0192,MR-3448,69.1,2026-02-02 19:26:50,entertainment,DEV-0235,us-east,2026-04-11
TXN-000979,AC-0078,AC-0102,95.65,2026-01-28 11:29:12,transfer,DEV-0288,us-west,2026-03-14
TXN-001589,AC-0127,MR-7845,19.85,2026-03-14 06:10:02,food,DEV-0040,us-east,2027-12-02
TXN-003001,AC-0222,MR-5420,54.88,2026-01-18 12:44:49,utilities,DEV-0049,us-east,2026-09-29
TXN-000193,AC-0022,MR-8273,179.55,2026-03-23 23:22:41,retail,DEV-0031,us-west,2027-03-25
TXN-000568,AC-0049,MR-3216,103.49,2026-01-07 22:03:45,utilities,DEV-0182,us-west,2027-11-09
TXN-001980,AC-0152,MR-7701,116.98,2026-02-05 15:56:16,utilities,DEV-0219,us-west,2027-03-01
TXN-002150,AC-0163,MR-4906,110.38,2026-03-20 07:47:58,utilities,DEV-0025,us-west,2027-03-17
TXN-000007,AC-0002,AC-0001,753.24,2026-03-09 03:21:00,transfer,DEV-0013,us-east,2026-02-22
TXN-003424,AC-0252,MR-2763,26.69,2026-03-25 11:40:05,utilities,DEV-0227,us-east,2026-06-03
TXN-000440,AC-0041,MR-3432,66.7,2026-03-27 22:07:42,entertainment,DEV-0106,us-west,2026-10-04
TXN-000290,AC-0031,AC-0048,124.47,2026-03-06 12:59:29,transfer,DEV-0036,us-west,2027-07-19
TXN-001201,AC-0097,MR-2627,67.92,2026-02-09 22:12:17,travel,DEV-0270,us-west,2026-04-28
TXN-003668,AC-0265,MR-2311,112.23,2026-02-26 03:01:23,utilities,DEV-0064,us-west,2027-03-27
